Unnamed: 0,job title,company,salary,description,rank
30,Adaptive Control Analyst,Bread Financial,"$55,200-100,000 per year","Job Summary The Adaptive Control team takes business strategies devised by internal partners that have been created by the Credit Management team and codes the information into Adaptive Control software such as Strategy Manager and Power Curve. As part of this process, the Adaptive Control team is responsible for gathering business requirements, coding, testing, and installing strategies into production. The Adaptive Control Analyst is the point of contact for Strategy Manager System (Experian Probe SM and PowerCurve) and/or Defense Edge Fraud System. They interface with Credit Management underwriters, collections/recovery/fraud strategists and other business partners as needed to evaluate and implement proposed business strategy changes. Job DescriptionEssential Job Functions  ",204
32,Analyst - Challengers Program (Starts Summer 2024),TheMathCompany,"$60,000-70,000 per year","Designation: Analyst – Challengers Program About UsTheMathCompany or MathCo® is a global Enterprise AI and Analytics company trusted for data-driven decision-making by leading Fortune 500 and Global 2000 enterprises. Founded in 2016, MathCo builds custom AI and advanced analytics solutions focused on enterprise problem-solving through its innovative hybrid model. NucliOS, MathCo’s proprietary platform with pre-built workflows and reusable plug-and-play modules, enables the vision of connected intelligence at a lower TCO. For our employees, we foster an open, transparent, and collaborative culture with no barriers, making MathCo a great place to work. We provide exciting growth opportunities, value capabilities, and attitude over experience, enabling the Mathmagicians to ‘Leave a Mark’. ",205
33,Analyst (Valuation),OWS Real Estate Finance LLC,"$80,000-120,000 per year","Analyst (Valuation) – Accounting/Finance Group One William Street Capital Management is looking for an Analyst to join the valuation team supporting the fund valuation process which consists of both a daily and monthly basis.   The role will cover a wide variety of responsibilities, including, but not limited to, the below list.  OWS has AUM of approximately $6.0B with $4.0B residing in two marketed funds with a Master-Feeder structure and $.3mm in one registered daily fund.Responsibilities:The Analyst will assist in various aspects of the OWS Funds valuation process and procedures, including securities, derivatives, private lending and CRE positions. The candidate should have strong communication skills and be highly proficient in excel.  Responsibilities include the following:In the immediate stage – Assist valuation system migration and testing, including data accuracy, dashboard query, valuation reports, and user interface testingEnsure that all daily and monthly pricing vendor files are received, imported and published to downstream systems in a timely manner and resolve any delays expeditiously with ITGenerate reports for monitoring quality of valuations for use by management, Valuation Committee, and recommend and implement enhancements as appropriate",206
34,Financial Analyst,Mount Sinai Health System,"$50,000-60,000 per year","We have an exciting opportunity to join our team as Financial Analyst I. Personable, collaborative and detail-oriented individuals are ideal candidates for this opportunity. Reporting to the Division Administrator, the Financial Analyst gathers and analyzes financial information, and prepares reports to inform leadership recommendations, decisions and strategy. S/he is responsible for reviewing monthly budget, fund and general ledgers for the unit, with a focus on post-award grant management of the Division of Nephrology portfolio. The Financial Analyst will work directly with faculty Principal Investigators (PIs) and other stakeholders in the Division. S/he will also partner with the Grants and Contracts Manager on responsibilities which include budget development, budget variance reporting and reconciliation, subcontract management, reports to sponsors, compliance, and daily administrative and operational requirements of assigned grants and contracts.    Responsibilities Collaborative Finance Partner: Liaison with faculty and extramural funding agencies, along with the ISMMS Grants & Contracts Office, Sponsored Projects Administration, Finance, and interdepartmental fund administrators and business managers",207
37,Client Relations Analyst,Lake 5 Media,"$55,000-60,000 per year","This is not an internship. Only candidates who have already graduated will be considered.The role of the Client Analyst is a multi-functional position designed to enhance Lake 5 Media’s business efforts by providing exceptional analytical support for Ad Sales Research, Media Strategy and TV/Media Planning in the areas of user training, client services and project management. This role will work directly with the Director of Media Services on various steps of the product life cycle.ResponsibilitiesAs the primary point of contact for users seeking support in Lake 5’s tools and services, the Client Analyst will provide in-person and online training, in-depth analysis, and strategy development.Serve as the client liaison for troubleshooting and project management by working closely with the software development and service assurance teams to manage user needs.Conduct research and analysis to ensure the quality and stability of the tools and system.Compile and clean large amounts of dataRequirements",208
39,Revenue Operations Analyst,Own,,"Own is the leading data platform trusted by thousands of organizations to protect and activate SaaS data to transform their businesses. Own empowers customers to ensure the availability, security and compliance of mission-critical data, while unlocking new ways to gain deeper insights faster. By partnering with some of the world’s largest SaaS ecosystems such as Salesforce, ServiceNow and Microsoft Dynamics 365, Own enables customers around the world to truly own the data that powers their business. It’s their platform. It’s your data. Own it. The JobThe team is looking for a Revenue Operations Analyst to support the Go to Market team. The role will consist of supporting the overall revenue generation and optimization process of the organization. You will work closely with various teams, including sales, marketing, finance, and customer support, to ensure efficient and streamlined operations that maximize revenue growth. Your analytical skills, attention to detail, and ability to identify process improvements will contribute to the company's success in achieving its revenue targets.",209
40,Research and Policy Analyst,New York County District Attorney's Office,"$67,983 per year","Apply: HereDivision/Unit: PolicyCivil Service Title: Community CoordinatorPosition Title: Research and Policy AnalystSalary Range: $67,983 - $67,983Position Summary:The New York County District Attorney’s Office Policy Department has an immediate opening for a Research and Policy Analyst within the Data Analytics and Research Unit. The Manhattan District Attorney’s (DA’s) Office, led by DA Alvin Bragg, pursues a mission of “Moving Justice Forward.” This embodies the Office’s goal to serve and protect the People of New York through the fair administration of justice, without fear or favor. The Data Analytics and Research Unit is responsible for evaluating and advising on new Office policies and initiatives, measuring Office performance on strategic goals, assisting executives in improving Office operations, working with external partners to conduct leading research in criminal justice and promoting data transparency throughout the Office and to the public.  In this position, the Research and Policy Analyst will be responsible for producing original reports and analysis in support of the Office’s goals. The DA’s office seeks a candidate with exceptional analytical, research and interpersonal skills, as the ideal candidate will have the ability to both perform rigorous analyses and deliver these results to a non-technical audience. ",210
41,Research Analyst,"National Research Group, Inc.","$60,000-70,000 per year","About NRG NRG is a leading global insights and strategy firm at the confluence of content, culture, and technology.  We stay ahead of what’s next, providing fresh insights to spark new ideas. We’re a trusted partner to our clients, working behind the scenes to bring imagination, depth, and clarity to their biggest challenges—in entertainment, technology, lifestyle, sports, and gaming.  Together, we create with confidence. We’re proud of our company’s values – these values guide us as we navigate sunny days, gray skies and everything in between:   Do what you love. With conviction.Where discovery lives. And impact drives.Celebrate difference. Cultivate belonging.Big thinking. Collectively inspired.Embrace the journey. Be human.The OpportunityWe are seeking passionate and inquisitive individuals to join NRG with start dates throughout 2024. Our Research Analysts will be part of our Client Services team made up of world class researchers who bring unmatched industry expertise, a global perspective, and passion for all consumers in the rapidly evolving entertainment, technology, gaming, sports and lifestyle landscapes. This team works on research initiatives that help answer the most important strategic business questions for some of the world’s biggest brands! They help our clients leverage consumer insights to challenge conventional thinking, uncover new ideas, build better experiences, and continue to grow and innovate. Their rigorous research and expert consulting guide our clients to create their next story, product or strategy.",211
42,Business Planning and Analytics Intern,"Take-Two Interactive Software, Inc.",$21.00-25.00 per hour,"Who We Are:Take-Two Interactive Software, Inc. is a leading developer, publisher, and marketer of interactive entertainment for consumers around the globe. For more than 25 years, our development teams have created some of the most critically acclaimed and commercially successful entertainment experiences, captivating and engaging audiences around the world. We are incredibly proud of our ability to deliver consistently the highest-quality titles, as well as our colleagues who help to create our unique culture and work environment that is inclusive, diverse, and dynamic.While our offices are casual and inviting, we are deeply committed to our core tenets of creativity, innovation and efficiency, and individual and team development opportunities. Our industry and business are continually evolving and fast-paced, providing numerous opportunities to learn and hone your skills. We work hard, but we also like to have fun, and believe that we provide a great place to come to work each day to pursue your passions. The Challenge:We are seeking a motivated, collaborative, and eager-to-learn Intern to join the Planning & Analytics team. This team uses analytical expertise to empower key decision-makers across the organization, including executive management, labels, sales, and strategy teams. This role involves intimate familiarity with key titles in the T2 portfolio, as well as future releases in the development pipeline. The Analyst will learn about our upcoming titles as they use their quantitative analysis skills to build and maintain forecasting models.",212
43,Healthcare Advisory Analyst,Marwood Group,"$65,000-75,000 per year","The Marwood Group is a healthcare-focused consulting, research, and advisory firm specializing in diligence and strategic advisory services for healthcare investors and healthcare companies. We are actively seeking candidates for the Analyst role to join our New York City office. KEY RESPONSIBILITIESMarwood Analysts help execute healthcare consulting engagements through rigorous qualitative and quantitative research, analysis of the healthcare market and financial forces, as well as understanding the impact of scientific and policy drivers that can provide our clients with opportunities for growth.Analysts typically work on multidisciplinary teams, with Associates and other team members (including Senior Leaders and Project Managers), supporting overall project execution and analysis, creating presentation materials, and engaging in communication with Marwood’s clients.Through project experience and direct mentoring, this role at Marwood will enable qualified candidates to gain and further develop expertise in healthcare consulting and business considerations including financial, clinical, regulatory, and policy issues, as well as a keen understanding of the healthcare private equity and corporate strategy fields.",213
46,Commercial Reporting Analyst Intern,Double Verify,$20.00 per hour,"Who we areDV is the leader in digital performance solutions, improving the impression quality and audience impact of digital advertising. Built on best practices, DV solutions create value for media buyers and sellers by bringing transparency and accountability to the market, ensuring ad viewability, brand safety, fraud protection, accurate impression delivery and audience quality across campaigns to drive performance. Since 2008, DV has helped hundreds of Fortune 500 companies gain the most value out of their media spend by delivering best in class solutions across the digital ecosystem that help build a better industry. What you’ll do This role will work under the Sr. Commercial Reporting Analyst in providing data to the entire Commercial organization. The ideal candidate has a passion for analytics and already has a good understanding of  Excel, Google Sheets, and data visualization platforms. This is an excellent opportunity for someone who is extremely detail oriented, enjoys working cross functionality, and has great organizational skills. It will provide you with the opportunity to gain practical experience and hone cutting-edge skills. If you are a data wizard that also loves to work with visualizations and dashboards, this internship is for you! ",214
47,Program Analyst,Federal Emergency Management Agency - FEMA,"$60,000-70,000 per year","FEMA is seeking undergraduate and/or graduate students who are within one to two semesters away from graduation. Be a part of FEMA’s workforce and help the agency achieve its strategic goals in the areas of equity, climate resilience and workforce readiness.FEMA is seeking students from a broad range of disciplines who are passionate about public service and making an impact their communities to fill FEMA Region 2 vacancies; this region serves New Jersey, New York, Puerto Rico, and the U.S. Virgin Islands.Fast-Track Application Process:Students can fast-track their application by sending an email to FEMA-makeadifference@fema.dhs.gov, Please include the following three items:§ Resume§ Transcript§ Reference letterFEMA encourages all majors to apply as employment opportunities are available across a wide range of areas. ",215
48,"Senior Associate, Analytics",GroupM,"$50,000-90,000 per year","GroupM Nexus brings together 9,000 practitioners globally across ad ops, addressable content & TV, AI, commerce, programmatic, search and social, among others, to deliver transformational outcomes across digital channels and platforms and create exciting new career paths for our people. GroupM Nexus is the world's largest performance engine that integrates paid, owned, and earned to deliver true business outcomes for our clients.Role SummaryThe Senior Analyst is expected to demonstrate the following skills/experience: hands-on skills in data management and data visualization, quantitative data analysis, problem solving, statistical modeling, and the ability to develop/analyze business cases. Strong ability to design, customize and maintain platforms for contract management, business intelligence and user access. Excellent oral and written communication skills, client focus and the ability to support and enable teamwork, self-motivated and able to operate independently with limited guidance and direction.Key ResponsibilitiesWork with senior level Insights and Analytics staff to develop project timelines and deliverable schedules.",216
86,2025 Onsite Diligence & Growth Strategy Analyst,Insight Partners,"$125,000 per year","Company DescriptionA little about Insight PartnersFounded in 1995, Insight Partners is a global software investor partnering with high-growth technology, software, and Internet Startup and ScaleUp companies that are driving transformative change in their industries. As of February 2022, the closing of the firm's recent fundraise, Fund XII, brings Insight Partners regulatory assets under management to over $90B.Insight Partners has invested in more than 600 companies worldwide and has seen over 55 portfolio companies achieve an IPO. Headquartered in New York City, Insight has offices in London, Tel Aviv, and Palo Alto. Insight's mission is to find, fund, and work successfully with visionary executives, providing them with practical, hands-on software expertise to foster long-term success. Insight Partners meets great software leaders where they are in their growth journey, from their first investment to IPO.Insight’s ScaleUp division, Insight Onsite, partners with the firm's portfolio companies to build formidable software businesses. Onsite is comprised of 130+ operational experts with deep experience working at ScaleUp software companies, who have the shared goal to help portfolio companies define their business strategy, build their teams, and improve their operations as they scale. Onsite is organized into 6 Centers of Excellence: Talent, Product & Tech, Marketing, Sales & Customer Success, Business Development, and Strategy and M&A, who provide tailored guidance critical to scaling software businesses.",217
89,Global Markets Sales & Trading Rotational Summer Analyst Program 2025,Bank of America,$23.00-40.87 per hour,"Our Global Markets business offers sales and trading services, including research, to institutional clients across fixed-income, credit, currency, and commodity and equity businesses. Global Markets product coverage includes securities and derivative products in both the primary and secondary markets.Our program includes formal training and assignments in Global Markets product areas. Extensive training followed by rotations in fixed income and/or equity markets and exposure to different functions in sales, trading, origination, and structuring/quantitative analysis.  As a summer analyst your responsibilities may include but are not limited to:Assisting with sales, trading, and hedging activitiesHelping to originate, structure, and model transactionsAssessing market trends and provide quantitative data for clientsPerforming market and quantitative research analysisAssisting in structuring, pricing, and executing tradesHandling day-to-day transaction needs, including reconciliation, and clearing servicesAssisting in developing new products and bringing them to marketAssisting in educating clients about complex structures and technical products",218
153,Customer Success Associate,J2 Health,"$80,000-105,000 per year","At J2 Health, we know that healthcare is complicated and falls short of what consumers deserve. J2 wants to change that by focusing on transforming a critical and underserved part of the healthcare ecosystem– provider networks. As individuals, it’s difficult to find the right doctor that meets our medical and personal needs, at affordable costs. Doing their best with unreliable data and disjointed manual processes, healthcare organizations struggle with this too as they decide which doctors should be included in-network on our health insurance plans. J2 Health brings together best in class data and purpose built software to enable healthcare organizations to optimize provider network performance. We use our technology to power healthcare’s best networks and deliver highest value care to patients.We’re a team of industry insiders and technologists backed by leading VC’s like Tiger Global, Primary Ventures & Greycroft. We are looking for like minded team members who are not afraid to get their hands dirty and interested in building a mission driven healthcare company.In this role, you will make sure customers are set up for success with J2. You will serve as both an account manager, meeting directly with customers, and business analyst, working behind-the-scenes as a strategic partner to our customers. ",219
122,Senior Paid Media Analyst,Direct Agents,"$75,000-85,000 per year","WHO WE AREDirect Agents is an independent, future-focused performance marketing agency rooted in AI + Strategic Innovation CLIENTS WE’VE WORKED WITH INCLUDEMarvel, Belkin, Linksys, NBA, NYSE, Hubble, CW, Morgan Stanley, and moreWHAT SETS UP APARTFast Tracked Professional Growth2x speed for individual learning and career developmentMinority Owned and DiverseWe are proud to be certified as a Minority Owned business by the National Supplier Diversity Council.  We are one of the few agencies to be 48% BIPOC across the agency and 38% of senior leadership. We are also proud to be 62% Female, 42% of senior leadership.",220
124,Registered Behavior Technician (RBT)/Behavior Technician (BT) NYC/ LI,Stand Out Corp,$18.00-32.00 per hour,"Stand Out Corp ABI is hiring Registered Behavior Technicians and Behavior Technicians to service clients in the 5 boroughs of New York, Nassau, & Suffolk. This position is per-diem with very flexible schedules. This opportunity is excellent for someone who is looking to gain additional experience, and really help make a difference. This position is also ideal for people who are working towards degrees in Special Education, Speech Therapy, or Social Work. Growth potential for this position across our other departments is always an added long-term career bonus!Ideal candidates come from a background of servicing individuals with disabilities, specifically Autism Spectrum Disorders in DD population including: ABA schools or programs, Day Habilitation/Day Programs, or Residential Alternatives or Special Education Programs helping individuals specifically with Autism Spectrum Disorders. Also a great opportunity if you’re interested in becoming a professional Behavior Analyst, Social Worker, Speech Therapist, or Special Education Teacher. If this sounds like you, then come and join our team!Stand Out Corp ABI fosters a supportive work experience which can help you with training, guidance and resources. We specialize in servicing individuals with Autism Spectrum Disorders (ASD) across our insurance and EI cases. Each individual treatment plan is tailored to the client’s needs, developed and supervised by our team of Board Certified Behavior Analysts, and Board Certified Assistant Behavior Analysts. (BCBA-D, LBA, LCSW).",221
125,"NAM Finance, Summer Analyst - New York City (North America - 2024)",Citi,"$80,000-90,000 per year","You’re the brains behind our work.You’re ready to bring your knowledge from the classroom to the boardroom, and Citi wants to help you get there. Whether it’s honing your skills or building your network, we know that success can’t come without growth. Our programs equip you with the knowledge and training you need to play a valuable role on your team, and establish a long-term career here. At Citi, we value internal mobility, and career growth is not a question of if, but when. Citi is looking for Summer Financial Analysts (FA) to join Finance in New York, NY. As part of the Finance function, your work can make an immediate impact. Finance is comprised of various disciplines, including Controllers, Treasury, Financial Planning & Analysis, Tax, Investor Relations, Capital Planning, and M&A.Finance is:The guardian and communicator of key financial information and controls for Citi, serving both an internal and external client baseThe driver of franchise-level decisions on capital planning, liquidity, budgeting, tax, strategic direction and policy managementA critical business partner to each Global Product, Region and Discipline, providing the data and analysis to enable Citi's leaders to make sound decisions in support of the business' objectives.",222
126,ITS Intern: Service Desk,New York State Insurance Fund,$21.00-25.00 per hour,"Responsibilities include, but are not limited to: This position is within the ITS End User Service Team. The primary duties include: Assist with the development and system administration of the ServiceNow platform, an IT work management platform for the design and automation of IT operations, as it relates to supporting ITS services at NYSIF.Collaborate with IT teams for requirements, development and maintenance of UI forms and workflows; integration with IT systems; development of scripts to facilitate automation of routine daily tasks; and testing of ServiceNow products.Assist with backlog of ServiceNow enhancements, as well as assist with new requests, to facilitate more timely and secure ITS service delivery processing for NYSIF staff.Meeting and collaborating with IT teams for requirements, development and maintenance of UI forms and workflows.Development and maintenance of UI forms and workflows using JavaScript.",223
127,Analyst Aide Temp - Summer Interns (Business Majors),Con Edison,$19.33-27.38 per hour,"Analyst Aide Temp - Summer Interns (Business Majors)Department: Talent ManagementLocation: VariousJob # 111471 (Rate $19.33/hour - $27.38/hour) Power Your Future:This summer make a difference in your career and in New York's clean energy future. Join a dynamic team of energy industry professionals working to make The City That Never Sleeps more energy efficient through innovation.At Con Edison, leading the charge for a cleaner energy future starts with developing bright leaders like you. As an intern, you will have the opportunity to tour work sites, join our industry speaker series, participate in volunteer events, share your project work with department leaders, and network with employees across our company.",224
128,Digital Media Strategist (Fully Entry Level),WITHIN,"$50,000-60,000 per year","About you:Are you interested in starting or expanding a career in digital marketing? The WITHIN team is growing and we’re hiring for Digital Media Strategist who are willing to take the lead across multiple digital marketing channels to meet goals at the intersection of performance and branding. This is a unique opportunity in a rapidly expanding company. Some of the duties will include and are definitely not limited to:Working with a portfolio of clientsClient communication (written & verbal)Working across multiple teams to design and execute marketing strategies that align with client goals and business objectivesProducing meaningful marketing KPI dashboards and delivering cross channel performance reports with actionable insightAnalyzing cross-channel performance data and extracting actionable insightsNote, This is not a data scientist or analyst role, but the the role does work regularly with data, including basic analyses & projectionsOptimizing account performance using data insights, A/B testing, and consumer research",225
129,ITS Intern - App Development - NYC,New York State Insurance Fund,$21.00-25.00 per hour,"NYSIF (Department – Location) Information Technology Services (ITS) Application Development: Policyholder Services Strategic-New York CityTitle: Information Technology InternCivil Service title: Student AssistantLocation – Department ITSSalary Range: $21 to $25 hourlyJurisdictional classification:  non-competitive classBargaining unit: PS&T-Professional, Scientific, and Technical (PEF)Employment Type: Full-timeAppointment Type: TemporaryWorkweek: Monday - Friday  Responsibilities include, but are not limited to:Embedded into NYSIF’s PHS-Strategic Application Development team, incumbent of this position will assist in the current and on-going modernization efforts with Workers’ Compensation Policy systems, for premium audit and Finance departments.",226
130,Financial Analyst - Specialty Risk Internship,AmTrust Insurance,$20.00-25.00 per hour,"OverviewThe Financial Analyst - Specialy Risk Intern serves as a liaison among operations, finance, accounting, actuarial, underwriting and IT to understand the operations for each business organization within North America Specialty Risk. The Financial Operations Analyst is responsible for understanding the data process from source system to financial results and providing meaningful business analytics to various departments of North America Specialty Risk.ResponsibilitiesCollaborate with operations, finance, accounting, actuarial, underwriting and IT teams to coordinate aggregation of data from multiple sources for unified reporting, as well as looking to identify cross-functional opportunities to either simplify or improve current processesDocument operations and financial processes to ensure financial results are completeBuild out and distribute expense reporting including full understanding of all expenses that impact the segment, expense and project budgeting to relevant stakeholdersCreate and analyze monthly, quarterly, and annual reports while ensuring integrity of data.",227
131,2025 Asset & Wealth Management Risk Summer Analyst Program,JPMorgan Chase & Co.,"$100,000 per year","J.P. Morgan is an industry leader in providing asset and wealth management services with over 200 years of experience. As part of the J.P. Morgan’s Asset & Wealth Management Risk organization, we pride ourselves in helping individuals and organizations achieve their financial objectives through prudent, proactive risk management while also helping build J.P. Morgan’s fortress balance sheet.Working here means joining a collaborative, supportive team. We want your diverse perspective to help us innovate the next wave of products and solutions for our clients. You'll have what you need to succeed – from training and mentorship from senior leaders to projects that engage your skills.See the Asset & Wealth Management CEO Letter here.What to expectOur nine-week program kicks off with a week of induction, where you'll have training and orientation to our businesses and gain the technical and practical knowledge you'll need to start contributing to our teams. Top performers may receive a full-time (for juniors) at the end of the summer. You will also get to work alongside our top-tier professionals, shaping the decision-making and developing models that manage our financial reputation and regulatory performance. ",228
132,Voting Rights Analyst w/Civil Rights Bureau in NYC,New York State Office of the Attorney General,"$67,480 per year","Division of Social JusticeCivil Rights Bureau, Voting Rights Section – New York City Voting Rights AnalystReference No. CRI/VRS_NYC_VRA_6309 Application Deadline is March 15, 2024Multiple Positions Available  The Office of the New York Attorney General (OAG) is seeking candidates with experience or interest in voting rights to work as Voting Rights Analysts (VRAs) in the Voting Rights Section of the Civil Rights Bureau in New York City. The Voting Rights Section is a recently established Section within the OAG.  The Section is charged with, among other things, enforcing the newly-enacted New York Voting Rights Act, one of the strongest state voting rights laws in the country, including implementing the first-ever state “preclearance” program. ",229
133,"Program Management, Summer Analyst",Knopman Marks Financial Training,$25.00 per hour,"The Program Management, Summer Analyst internship is an exciting opportunity for undergraduate students to develop professional and personal skills in a dynamic corporate environment. The position is a unique combination of organizational, analytical, communication, and administrative skills. The ideal candidate must be a team player, proactive, and able to anticipate issues before they arise. A strong sense of time management is critical as well. The role includes both internal team and external clients/vendors responsibilities. Therefore, additional candidate attributes we look for are professional attitude, strong organizational skills, flexibility, attention to detail, and the ability to work in a fast-paced environment.What You’ll Do:Manage logistics and preparation for assigned product, including co-hosting virtual class sessions for a specific examServe as the main point of contact for summer client’s communications and inquiriesReview and track candidate progress and data utilizing internal platformsCollaborate with instructors to ensure clients are receiving the appropriate level of support they needEnsure all students are enrolled in corresponding classes",230
134,ITS Intern: User Access Management (NYC),New York State Insurance Fund,$21.00-25.00 per hour,"This position is within the ITS User Access Management Team. The primary duties include: Assist with the development and system administration of the ServiceNow platform, an IT work management platform for the design and automation of IT operations, as it relates to providing secure user access to NYSIF systems.Meeting and collaborating with IT teams for requirements, development and maintenance of UI forms and workflows.Development and maintenance of UI forms and workflows using JavaScript.Integration with IT systems.Development of scripts to facilitate automation of routine daily tasks. Testing of ServiceNow products. Minimum Qualifications:Be actively enrolled in a New York State college, university, or graduate program, or be a resident of New York State, attending a college, university or graduate program outside of New York State.Have completed a minimum of one (1) year as a student at a degree-granting two or four-year college or university (completion of one year's worth of academic credits over a longer period may qualify part-time students for participation in the program) or be a currently enrolled graduate student or accepted in a graduate degree program.",231
135,"Fitch Solutions Commercial Associate Program (Customer Success, Client Services)",Fitch Group,"$70,000-80,000 per year","Fitch Solutions Commercial AssociateFitch Solutions is currently seeking a Commercial Associate based out of our New York office.Fitch Solutions provides data, research and analytics that help clients excel at managing their credit risk, offer deep insight into the debt investment market, and provide comprehensive intelligence about the macroeconomic environment. All available on our platform, Fitch Connect, designed and built using our credit, macro and industry expertise to help you make more informed decisionsWhat We Offer 12-month program including 2-3 weeks of initial training and in-depth, ongoing training, mentoring, and assessment.The program offers an ideal experience for recent graduates who are interested in pursuing a financial technology career and wish to work in a dynamic client-facing role.Selected participants can expect to receive exceptional in-depth training in a diverse peer environment built on inclusiveness, experiential learning, and development in the Customer Success, Client Services and Sales.",232
136,Search Analyst (Google Ads),The Snow Agency,"$50,000 per year","Apply On Our Website:https://www.thesnowagency.com/careers/paid-search-analyst/**Must Be Available To Work Immediately**Paid Search Analyst – Job OverviewThe Snow Agency is a growing digital marketing agency in need of a paid search analyst to create paid search campaigns on Google. In this role, you will manage search campaigns across multiple accounts in various niches, primarily ecommerce. The paid search analyst will report to the Google Ads Manager.1 Year of search-specific or general marketing experience preferred but not required. Recent college graduates are highly encouraged to apply.",233
137,Google Adwords Specialist,The Snow Agency,"$50,000 per year","Paid Search Analyst – Job OverviewThe Snow Agency is a growing digital marketing agency in need of a paid search analyst to create paid search campaigns on Google. In this role, you will manage search campaigns across multiple accounts in various niches, primarily ecommerce. The paid search analyst will report to the Google Ads Manager.1 Year of search-specific or general marketing experience preferred but not required. Recent college graduates are highly encouraged to apply.About The Snow AgencyThe Snow Agency was founded by brothers Daniel and Jonathan Snow on the simple premise that we know how important every marketing dollar spent is for a small or medium-sized business. We have “been there, done that” with our own brands. What separates The Snow Agency from others is that after spending tens of millions of our own marketing dollars, prior to spending other people’s’ money to grow their brands, we have experienced the ins & outs of operating an online business. Not only do we provide the most cutting-edge marketing services, but we also provide insight and knowledge about every aspect of scaling a profitable business.",234
138,ABA Behavior Therapist / Registered Behavior Technician,Positive Behavior Supports Corporation,$22.00-29.00 per hour,"Our Organization:PBS® Corp is the premier provider in delivering in-home ABA services. You will have the opportunity to work with families in real world settings, and put in place behavior programs that focus on improving the client's quality of life. At PBS Corp., you have a great team of leaders, peers, and direct support staff to keep you focused on clients. You will have opportunities for professional growth, and you are supported and encouraged in reaching your goals.ABA Behavior Therapist / Registered Behavior Technician (RBT) Job Description:The overriding goal of PBS Corp Services is to enhance the autonomy and quality of life of individuals, and others who support them. Each PBS Corp client has a behavior support plan and it is the responsibility of the behavior technician to work with caregivers, and/or staff, to put in place strategies within this plan and achieve the desired outcomes. Benefits And Perks for ABA Behavior Therapist / Registered Behavior Technician (RBT):Very Competitive Wages! ($22-$29 for RBTS!)",235
140,Quantitative QIS Summer Intern,VanEck,$25.00-32.00 per hour,"VanEck is a privately held global asset management firm founded in 1955. We develop forward-looking, intelligently designed, active and ETF strategies that strengthen long-term portfolios. We will provide qualified individuals with outstanding education and growth opportunities. If you are a high-energy individual with a strong work ethic, excellent team skills, and outstanding communication skills, we would like to speak with you. VanEck’s Summer Intern Program includes exposure across the firm through educational, mentorship, and networking events. As an Intern, you will also be exposed to the firm’s senior management, gain an understanding of the financial services industry and learn critical business skills. Our internship program will build more than just your resume — it will challenge your knowledge, build your network and drive your career path. Our program spans 10 weeks and typically runs from June 3 – August 9. If you are looking to gain valuable hands-on experience while working with talented individuals, apply now! Essential Duties and Responsibilities:",236
141,ITS Intern: App Development - NYC,New York State Insurance Fund,$21.00-25.00 per hour,"NYSIF (Department – Location) Information Technology Services (ITS) Application Development: CXP-New York City Title: Information Technology InternCivil Service title: Student AssistantSalary Range: $21 to $25 hourlyJurisdictional classification:  non-competitive classBargaining unit: PS&T-Professional, Scientific, and Technical (PEF)Employment Type: Full-timeAppointment Type: TemporaryWorkweek: Monday - Friday  Responsibilities include, but are not limited to:As a member of NYSIF’s Application Development Team, incumbents of these positions will play a key role in developing software to meet the essential business needs of the agency. As a member of a full stack development team, incumbents will assist in the design and creation of both front and back-end software development. Duties include but are not limited to:",237
142,Research Analyst,Federal Reserve Bank of New York,"$70,000-80,000 per year","Working at the Federal Reserve Bank of New York positions you at the center of the financial world with a unique perspective on national and international markets and economies. You will work in an environment with a diverse group of experienced professionals to foster and support the safety, soundness, and vitality of our economic and financial systems. The Bank believes in work flexibility to balance the demands of work and life while also connecting and collaborating with our colleagues in person. Employees can expect to be in the office a couple of days per week as needed for meetings and team collaboration and should live within a commutable distance.  What we do: At the direction of economists and senior research analysts or research associates, the Research Analyst will help prepare analyses, reports, and other materials for policy and research projects. ",238
143,QualRisk Summer Associate Program,"QualRisk, LLC",$20.00-30.00 per hour," Consulting Analyst, QualRisk  Location: New York, NY / Remote  Job type: Full-time   Are you interested in consulting? What about working with start-up companies? How about both?  QualRisk is a growing consulting and data analytics firm focused on financial services. We help the financial services companies in the world meet their strategic goals through a combination of domain and technology expertise.  This is a great opportunity to immerse yourself in the financial services industry, working and learning about data and analytical concepts and applying them to the business. You will get extensive exposure to financial services industry veterans. You will work on challenging problems at the cross-roads of business and technology within the financial services industry. The fast-paced nature of life at a start-up firm means that you’ll have the opportunity to deliver immediate impact to major financial institutions.  Role  ",239
144,"2025 Capital Markets, Global Markets Quantitative Trading Summer Analyst",RBC Capital Markets,"$100,000 per year","Job DescriptionWHAT IS THE OPPORTUNITY? RBC Capital MarketsRBC Capital Markets is a premier investment bank that provides a focused set of products and services to corporations, institutional investors, and governments around the world. With more than 7,100 professionals, we operate out of 70 offices in 15 countries across North America, the U.K., Europe, and the Asia-Pacific region. We work with clients in over 100 countries around the globe to deliver the expertise and execution required to raise capital, access markets, mitigate risk and acquire or dispose of assets. According to Bloomberg and Dealogic, we are consistently ranked among the largest global investment banks. RBC Capital Markets is part of a leading provider of financial services, Royal Bank of Canada (RBC). Operating since 1869, RBC is one of the top 15 largest banks in the world and the fifth largest in North America, as measured by market capitalization. With a strong capital base and consistent financial performance, RBC is among a small group of highly rated global banks.",240
